production_budget_usd,worldwide_gross_usd
30000000,36722311
30000000,35579007
30000000,40520649
30000000,23676771
30000000,30962112
30000000,184075552
30000000,19035741
30000000,60512680
30000000,36040895
30000000,23095325
30000000,21758371
30000000,67255916
30000000,21827296
30000000,60772856
30000000,104283753
30000000,26708196
30000000,23998226
30000000,26214846
30000000,29203383
30000000,50145607
30000000,29356757
30000000,61623819
30000000,33339868
30000000,87956618
30000000,48559999
30000000,66742138
30000000,38462071
30000000,46225326
30000000,102716321
30000000,65390493
30000000,82409520
30000000,61449135
30000000,51327406
30000000,51078541
30000000,38122000
30000000,84646831
30000000,81613606
30000000,41457834
30000000,38747385
30000000,80276156
30000000,51618420
30000000,65343694
30000000,53572822
30000000,47902566
30000000,70768144
30000000,91388487
30000000,165889117
30000000,69057415
30000000,42799060
30000000,76235001
30000000,133946923
30000000,54052249
30000000,45892212
30000000,78571737
30000000,89955540
30000000,152627960
30000000,129779728
30000000,51041856
30000000,62432423
30000000,70200000
30000000,94207861
30000000,52880016
30000000,83282296
30000000,82148538
30000000,114770654
30000000,155769678
30000000,197593152
30000000,162838373
30000000,96439723
30000000,65121280
30000000,115150424
30000000,81529000
30000000,64170447
30000000,95857262
30000000,61950770
30000000,105173042
30000000,133085295
30000000,246100000
30000000,71172251
30000000,122529966
30000000,107054484
30000000,115121608
30000000,170466405
30000000,160502573
30000000,92494381
30000000,74787599
30000000,103284813
30000000,160247805
30000000,169173206
30000000,116025023
30000000,166842739
30000000,142051255
30000000,163644662
30000000,106030660
30000000,156822020
30000000,328125643
30000000,231928227
30000000,181489203
30000000,176885658
30000000,165334774
30000000,212400000
30000000,191502246
30000000,167791704
30000000,212453431
30000000,136706683
30000000,177025498
30000000,200500000
30000000,283200000
30000000,197618160
30000000,286500000
30000000,228641283
30000000,306771047
30000000,364545516
30000000,295212467
29200000,5278519
29000000,1733532
29000000,25899797
29000000,10066366
29000000,33013805
29000000,20146150
29000000,24716190
29000000,28452945
29000000,54045832
29000000,44267641
29000000,45336404
29000000,97413527
29000000,168841459
29000000,78652395
29000000,187707495
29000000,287130801
28700000,4559569
28500000,15452978
28000000,22860477
28000000,12031443
28000000,5686694
28000000,8592432
28000000,8165213
28000000,8434601
28000000,8891623
28000000,16311335
28000000,39134983
28000000,28208085
28000000,31320293
28000000,38159905
28000000,73421224
28000000,46752858
28000000,62108587
28000000,55307857
28000000,63129909
28000000,38959900
28000000,31390587
28000000,33139618
28000000,33000377
28000000,40966716
28000000,126549607
28000000,39360491
28000000,91943956
28000000,102053581
28000000,60780981
28000000,97531134
28000000,77477297
28000000,82183683
28000000,71430876
28000000,195300000
28000000,103452875
28000000,94728529
28000000,112914167
28000000,64474705
28000000,101379287
28000000,69290699
28000000,94500826
28000000,133162752
28000000,94050951
28000000,105159085
28000000,139109346
28000000,140894685
28000000,202043881
28000000,333080271
28000000,504050219
27500000,15815509
27500000,26939925
27500000,50578411
27500000,27187653
27500000,31157914
27500000,43607627
27500000,96673002
27500000,187500000
27500000,219265952
27000000,1545064
27000000,2412123
27000000,16566235
27000000,4485485
27000000,5204007
27000000,9352089
27000000,8712564
27000000,10341093
27000000,10618813
27000000,13174426
27000000,28773827
27000000,45160110
27000000,27257061
27000000,21300000
27000000,21500000
27000000,55495466
27000000,31770413
27000000,80681183
27000000,130759651
27000000,93469699
27000000,44270131
27000000,44342956
27000000,57229890
27000000,60527873
27000000,73826768
27000000,96900000
27000000,155564919
26700000,3871448
26000000,135436
26000000,34246770
26000000,5000
26000000,2923959
26000000,1083350
26000000,6154172
26000000,18496522
26000000,33713827
26000000,13738574
26000000,14469428
26000000,30601801
26000000,16521410
26000000,28703083
26000000,41059418
26000000,45043870
26000000,33200000
26000000,38788828
26000000,54393637
26000000,67647574
26000000,63489752
26000000,75763814
26000000,90396664
26000000,81275291
26000000,50800000
26000000,146850273
26000000,96666486
26000000,68613992
26000000,61308153
26000000,65705772
26000000,201324422
26000000,102404019
26000000,202000000
26000000,279500000
26000000,177344230
26000000,160822438
26000000,185904750
25530000,30593313
25500000,86301599
25100000,28575778
25000000,91116
25000000,5297411
25000000,8208594
25000000,9445081
25000000,71594792
25000000,129115
25000000,146149
25000000,48530887
25000000,9313302
25000000,780326
25000000,1415656
25000000,881745
25000000,1190003
25000000,2976636
25000000,12413949
25000000,42642077
25000000,3605420
25000000,38112154
25000000,20052958
25000000,4049527
25000000,4064333
25000000,12850033
25000000,18991288
25000000,5516708
25000000,5654777
25000000,5778353
25000000,7164995
25000000,29206732
25000000,9286314
25000000,10039566
25000000,14805812
25000000,11115766
25000000,11253821
25000000,12219367
25000000,10731997
25000000,11229035
25000000,27572844
25000000,11100000
25000000,13424365
25000000,16425701
25000000,15907411
25000000,11603545
25000000,28400715
25000000,28012862
25000000,13038660
25000000,24215385
25000000,14334401
25000000,13973532
25000000,51702929
25000000,43530281
25000000,31635150
25000000,16727470
25000000,24355762
25000000,26341896
25000000,15468266
25000000,36682170
25000000,23506237
25000000,19233280
25000000,16118077
25000000,21970831
25000000,71009334
25000000,22910563
25000000,20718223
25000000,24591031
25000000,23190697
25000000,32209741
25000000,101937062
25000000,36054706
25000000,22411948
25000000,41921590
25000000,22032635
25000000,40686409
25000000,29863840
25000000,39126427
25000000,25732334
25000000,32223424
25000000,39393111
25000000,32092761
25000000,82991460
25000000,28307092
25000000,29276904
25000000,56042592
25000000,29548291
25000000,82150642
25000000,38749404
25000000,70326393
25000000,66015869
25000000,40287017
25000000,50692188
25000000,234981342
25000000,38718031
25000000,55279608
25000000,56434942
25000000,59183821
25000000,119923801
25000000,35990505
25000000,38351350
25000000,39217912
25000000,36833473
25000000,50738810
25000000,40796145
25000000,41560117
25000000,55443032
25000000,60694737
25000000,77208711
25000000,41076865
25000000,97030468
25000000,52427346
25000000,43988888
25000000,64594061
25000000,44942821
25000000,55090374
25000000,46777347
25000000,128745578
25000000,58240458
25000000,71390601
25000000,123696741
25000000,81249176
25000000,115036108
25000000,52543354
25000000,53345287
25000000,112798051
25000000,119295584
25000000,91036760
25000000,56505065
25000000,96633833
25000000,189922583
25000000,98406855
25000000,149228078
25000000,152500343
25000000,281527158
25000000,164051250
25000000,76270454
25000000,120832383
25000000,78656813
25000000,142033509
25000000,171302226
25000000,102992536
25000000,137984788
25000000,114576403
25000000,89476265
25000000,181185387
25000000,125339088
25000000,321365567
25000000,410900000
25000000,153733800
25000000,226941585
25000000,274543085
25000000,229518131
25000000,213120004
25000000,412800000
25000000,441286003
25000000,622341924
24200000,10447579
24000000,1696765
24000000,669276
24000000,4356126
24000000,237814327
24000000,8292914
24000000,8427204
24000000,24474463
24000000,12372410
24000000,13000000
24000000,16304786
24000000,16980098
24000000,35792945
24000000,83660160
24000000,27732366
24000000,28871190
24000000,29823162
24000000,36856306
24000000,67348218
24000000,32662299
24000000,33208099
24000000,40020622
24000000,41798224
24000000,83531958
24000000,78714211
24000000,62989834
24000000,85527867
24000000,70027933
24000000,156229050
24000000,86765463
24000000,101363301
24000000,133000000
23600000,102236596
23000000,44195779
23000000,58807172
23000000,4673377
23000000,13593473
23000000,2715657
23000000,50813834
23000000,24489150
23000000,7018525
23000000,10660147
23000000,11778396
23000000,12291975
23000000,12803305
23000000,13019253
23000000,15728335
23000000,45121177
23000000,19123851
23000000,18653615
23000000,36374700
23000000,151496097
23000000,21973182
23000000,48531242
23000000,38684906
23000000,53182088
23000000,77735925
23000000,90614445
23000000,112036870
23000000,80171596
23000000,141247413
23000000,86930411
23000000,190191646
23000000,534171960
22700000,38119483
22500000,30864649
22500000,30719170
22500000,131263370
22000000,30051905
22000000,23134075
22000000,4065020
22000000,19563579
22000000,27238354
22000000,9448623
22000000,5000000
22000000,6047691
22000000,9818792
22000000,10696210
22000000,15434375
22000000,20034713
22000000,13555988
22000000,17216955
22000000,14252830
22000000,15716828
22000000,69698495
22000000,22861785
22000000,19288130
22000000,25873142
22000000,31013349
22000000,51695362
22000000,25044057
22000000,35409686
22000000,45273464
22000000,27882226
22000000,25842377
22000000,33762400
22000000,64171419
22000000,70536870
22000000,41771168
22000000,57520063
22000000,92542418
22000000,77229695
22000000,110521733
22000000,95708457
22000000,127767889
22000000,94270488
22000000,55762229
22000000,70949793
22000000,175516617
22000000,80491516
22000000,146590987
22000000,189800000
22000000,360099999
22000000,517600000
21600000,791154
21600000,12000000
21500000,74326015
21500000,22331846
21500000,24419219
21500000,92987651
21000000,17396
21000000,606162
21000000,5046038
21000000,6830957
21000000,10108016
21000000,17589867
21000000,17760244
21000000,36882378
21000000,81452811
21000000,39319801
21000000,43928932
21000000,43632609
21000000,38017873
21000000,43728560
21000000,42273609
21000000,48977233
21000000,45785720
21000000,52037603
21000000,236412453
20700000,2840417
20500000,30241435
20500000,69701637
20000000,774905
20000000,5918742
20000000,22139590
20000000,34454631
20000000,38585047
20000000,14883495
20000000,5694213
20000000,26146072
20000000,1167092
20000000,47300771
20000000,277943
20000000,305070
20000000,375474
20000000,10468867
20000000,3727746
20000000,873617
20000000,43326383
20000000,2282710
20000000,8221700
20000000,1065907
20000000,6093725
20000000,5345869
20000000,1646664
20000000,5313608
20000000,2000000
20000000,2246000
20000000,8361736
20000000,150350000
20000000,4383538
20000000,5531756
20000000,25361206
20000000,12397613
20000000,4504111
20000000,4453327
20000000,4754517
20000000,14603001
20000000,8178569
20000000,12967829
20000000,7405084
20000000,14807531
20000000,6071433
20000000,8300821
20000000,6201757
20000000,17684355
20000000,6947084
20000000,6882696
20000000,7022183
20000000,8284331
20000000,28058652
20000000,8000000
20000000,18273009
20000000,8047525
20000000,8692898
20000000,8135024
20000000,10393696
20000000,46790428
20000000,11813410
20000000,16723377
20000000,9355369
20000000,9208876
20000000,9537120
20000000,16907831
20000000,34600000
20000000,10555348
20000000,10570375
20000000,10686841
20000000,27836366
20000000,30894247
20000000,11744960
20000000,28270399
20000000,17306648
20000000,12398628
20000000,15466961
20000000,19450780
20000000,25943792
20000000,26348203
20000000,29843245
20000000,13383747
20000000,13725032
20000000,14566246
20000000,32632668
20000000,35472739
20000000,13801755
20000000,30163785
20000000,36720752
20000000,33943049
20000000,19121531
20000000,15055091
20000000,18250106
20000000,15473333
20000000,17430594
20000000,16612072
20000000,74180745
20000000,23661038
20000000,59667625
20000000,16988996
20000000,102034104
20000000,18608570
20000000,22119269
20000000,55975672
20000000,17807569
20000000,55686944
20000000,18310591
20000000,56822960
20000000,18400000
20000000,18826490
20000000,20819601
20000000,34787111
20000000,20081987
20000000,28762690
20000000,30808558
20000000,27911453
20000000,20268825
20000000,29870801
20000000,27688744
20000000,21413105
20000000,37226218
20000000,41015970
20000000,30491379
20000000,23187506
20000000,39686769
20000000,38164784
20000000,34718173
20000000,48958353
20000000,30703845
20000000,32838945
20000000,25732986
20000000,47508505
20000000,65454793
20000000,26792700
20000000,44513466
20000000,30399714
20000000,47881663
20000000,29227561
20000000,55576699
20000000,66143005
20000000,51445503
20000000,68349884
20000000,46604054
20000000,31678778
20000000,57293371
20000000,48680977
20000000,78613981
20000000,32051917
20000000,50948811
20000000,53191101
20000000,41296320
20000000,132121212
20000000,47666013
20000000,72703462
20000000,36265745
20000000,35450113
20000000,67950723
20000000,35841901
20000000,81424988
20000000,46164361
20000000,41342180
20000000,37537675
20000000,37672944
20000000,79114085
20000000,61680792
20000000,70743839
20000000,44821299
20000000,86858578
20000000,78769428
20000000,41975388
20000000,43658157
20000000,92217729
20000000,96147688
20000000,67192859
20000000,81461343
20000000,140122225
20000000,109862682
20000000,85146165
20000000,49823037
20000000,66776908
20000000,53976987
20000000,54404202
20000000,205445075
20000000,56398162
20000000,181025343
20000000,60831067
20000000,92678948
20000000,66950887
20000000,71232214
20000000,73964713
20000000,111448997
20000000,122133227
20000000,73206343
20000000,153698625
20000000,118537627
20000000,131945303
20000000,175507800
20000000,98114471
20000000,93931360
20000000,154218168
20000000,208900376
20000000,181457297
20000000,171685793
20000000,183097323
20000000,275726716
20000000,164675402
20000000,318000141
20000000,433574208
20000000,276665036
20000000,337700000
20000000,358994850
20000000,451329842
20000000,389925971
19700000,16498827
19500000,29393634
19400000,15118795
19200000,5617460
19100000,2406666
19000000,1353824
19000000,2119994
19000000,4750000
19000000,5714913
19000000,7576604
19000000,8123860
19000000,10412485
19000000,274949886
19000000,13680000
19000000,15911332
19000000,34352162
19000000,76086711
19000000,32618920
19000000,49858465
19000000,45005151
19000000,56445534
19000000,65090541
19000000,68467960
19000000,44391156
19000000,70164105
19000000,51733921
19000000,101564935
19000000,58571513
19000000,140428314
19000000,215448997
19000000,277200000
19000000,424200000
19000000,385524862
18975000,47751015
18900000,26063572
18500000,4221341
18500000,33954018
18500000,13711903
18500000,32679264
18500000,32531759
18500000,109175673
18000000,6784
18000000,627422
18000000,2401413
18000000,157002
18000000,229311
18000000,315000
18000000,676698
18000000,1199510
18000000,1305114
18000000,25727044
18000000,42067430
18000000,2483790
18000000,13203044
18000000,9082906
18000000,5823540
18000000,6841142
18000000,4100000
18000000,23910210
18000000,7129670
18000000,25941437
18000000,5675599
18000000,27794339
18000000,27147349
18000000,5828466
18000000,6000000
18000000,15696146
18000000,6734844
18000000,7190505
18000000,14488705
18000000,16011975
18000000,11813989
18000000,14189810
18000000,13400000
18000000,27491653
18000000,13747234
18000000,16382538
18000000,17360801
18000000,19685588
18000000,23889158
18000000,43402515
18000000,16959614
18000000,27392196
18000000,21361109
18000000,29934477
18000000,60217171
18000000,19739000
18000000,33907844
18000000,80227619
18000000,36133014
18000000,23380203
18000000,27148898
18000000,24911670
18000000,42167286
18000000,26400000
18000000,26593580
18000000,41148679
18000000,26936265
18000000,37048526
18000000,62646763
18000000,77635035
18000000,102912961
18000000,43308707
18000000,41300105
18000000,41382841
18000000,103215094
18000000,57490024
18000000,47158652
18000000,57193655
18000000,51973029
18000000,73695194
18000000,67683989
18000000,60264805
18000000,91651878
18000000,98267558
18000000,77147031
18000000,92357499
18000000,65842412
18000000,92935067
18000000,144529078
18000000,87000000
18000000,130953026
18000000,141809235
18000000,151668774
18000000,351620129
18000000,261443242
18000000,270944428
17900000,6905861
17700000,14518884
17500000,60865364
17500000,325491
17500000,7285135
17500000,20159316
17500000,36521223
17500000,99135571
17500000,109843390
17500000,148586910
17500000,90508336
17500000,169955142
17000000,13446115
17000000,1973945
17000000,364607
17000000,5653176
17000000,9438074
17000000,2110050
17000000,8609949
17000000,2315000
17000000,2694071
17000000,10637281
17000000,9729088
17000000,8607815
17000000,16510971
17000000,20465206
17000000,10000000
17000000,11227824
17000000,11634458
17000000,16140842
17000000,15680099
17000000,16316273
17000000,19693891
17000000,21170563
17000000,23734486
17000000,24719879
17000000,26918576
17000000,39233233
17000000,38028230
17000000,30331165
17000000,57263440
17000000,45312217
17000000,95092667
17000000,70355813
17000000,42141196
17000000,45707924
17000000,133735284
17000000,177535958
17000000,97778356
17000000,55041738
17000000,116044347
17000000,92670237
17000000,72835710
17000000,109793192
17000000,72070955
17000000,125250091
17000000,136890774
17000000,183316455
17000000,207765056
16800000,2281089
16800000,7313697
16500000,21404122
16500000,13636339
16500000,16157923
16500000,39380876
16500000,83792062
16500000,134993774
16500000,43848100
16500000,58011485
16400000,239500000
16000000,1844228
16000000,47707417
16000000,64733391
16000000,94812
16000000,31631
16000000,1467278
16000000,1705908
16000000,247474497
16000000,2814566
16000000,1686429
16000000,7585011
16000000,22594052
16000000,3442853
16000000,8120148
16000000,5825314
16000000,6615452
16000000,14839383
16000000,6248077
16000000,12900000
16000000,8400000
16000000,11540112
16000000,11810854
16000000,12519804
16000000,13854000
16000000,14553807
16000000,20769209
16000000,14108518
16000000,14792779
16000000,15980376
16000000,31943401
16000000,21657770
16000000,56506120
16000000,45284974
16000000,21799652
16000000,104504817
16000000,81742618
16000000,50103808
16000000,30987695
16000000,28734552
16000000,29090445
16000000,43057552
16000000,53774833
16000000,52545707
16000000,87041569
16000000,50517763
16000000,40363530
16000000,78208812
16000000,128256712
16000000,68582095
16000000,54294169
16000000,53977250
16000000,119739110
16000000,92961960
16000000,246400000
15600000,13771817
15500000,318623
15500000,517262
15500000,1237615
15500000,1693000
15500000,88611837
15300000,7000000
15250000,12930343
15000000,3471
15000000,4892
15000000,29050
15000000,909822
15000000,3436763
15000000,3454036
15000000,17224539
15000000,20898221
15000000,22441
15000000,22723
15000000,1148578
15000000,61847
15000000,1590246
15000000,76382
15000000,7583050
15000000,7885048
15000000,220944
15000000,353743
15000000,5953886
15000000,528731
15000000,529766
15000000,6832542
15000000,1405032
15000000,1970268
15000000,11599903
15000000,8200127
15000000,1953732
15000000,1954202
15000000,6379575
15000000,3396508
15000000,11173718
15000000,34247816
15000000,6551310
15000000,14947243
15000000,4023741
15000000,16829464
15000000,65261291
15000000,4956401
15000000,13454474
15000000,5217498
15000000,35106706
15000000,6561243
15000000,8767338
15000000,11919578
15000000,9300336
15000000,34533783
15000000,8224998
15000000,8322608
15000000,8378141
15000000,14933713
15000000,8735529
15000000,8921050
15000000,19153568
15000000,9307166
15000000,12262065
15000000,10951153
15000000,9579068
15000000,9930649
15000000,14811980
15000000,10845127
15000000,10513979
15000000,10763469
15000000,11156471
15000000,11614954
15000000,12419700
15000000,12212417
15000000,12669914
15000000,18301418
15000000,12801190
15000000,26170402
15000000,13248444
15000000,18856151
15000000,18524496
15000000,59168692
15000000,14249005
15000000,39238443
15000000,15136870
15000000,22018988
15000000,18260865
15000000,49894223
15000000,36068890
15000000,46189568
15000000,19014238
15000000,22165608
15000000,19344615
15000000,20601987
15000000,20609977
15000000,37466538
15000000,21896367
15000000,47011449
15000000,38574362
15000000,52189039
15000000,63954968
15000000,87973835
15000000,55669466
15000000,34820335
15000000,27469621
15000000,43111725
15000000,47721314
15000000,27709625
15000000,31070412
15000000,64232714
15000000,29145924
15000000,33118854
15000000,44400000
15000000,30138912
15000000,30261293
15000000,37659652
15000000,30857000
15000000,47175038
15000000,33508485
15000000,46526243
15000000,38512850
15000000,40862054
15000000,40127259
15000000,34499204
15000000,34562222
15000000,35007180
15000000,78054825
15000000,123327692
15000000,69995385
15000000,52501541
15000000,62401343
15000000,39100956
15000000,40283321
15000000,57586606
15000000,61788393
15000000,55534455
15000000,57907734
15000000,64252038
15000000,63706632
15000000,52461017
15000000,67215435
15000000,50000000
15000000,50003303
15000000,128955898
15000000,55934178
15000000,128885873
15000000,77514401
15000000,61400000
15000000,76954311
15000000,120192350
15000000,67182787
15000000,69847348
15000000,148095566
15000000,73000000
15000000,73326666
15000000,227773686
15000000,93589701
15000000,98800000
15000000,160903019
15000000,173046663
15000000,216600000
15000000,213514672
15000000,356258047
15000000,430821168
15000000,167780960
15000000,177200000
15000000,356800601
15000000,316300000
15000000,476684675
14600000,70906973
14500000,565801
14500000,25480031
14500000,147542381
14500000,123709460
14400000,159157447
14200000,543306
14000000,1553556
14000000,11354230
14000000,623292
14000000,266967
14000000,274299
14000000,1903952
14000000,1000000
14000000,4127619
14000000,2461628
14000000,20537741
14000000,4288246
14000000,25187026
14000000,5782198
14000000,34044909
14000000,4741987
14000000,12591270
14000000,14121177
14000000,22754472
14000000,6552255
14000000,11166615
14000000,10397365
14000000,20597806
14000000,12452601
14000000,13205411
14000000,13024170
14000000,16951798
14000000,13800000
14000000,14395874
14000000,15064948
14000000,15171475
14000000,22815460
14000000,15549702
14000000,30443277
14000000,19637147
14000000,21410546
14000000,25011000
14000000,25873145
14000000,25608779
14000000,27450453
14000000,115592104
14000000,30628981
14000000,34700000
14000000,34729091
14000000,35579177
14000000,35856053
14000000,72571864
14000000,185400000
14000000,125212904
14000000,82925064
14000000,102836002
14000000,75525718
14000000,155056263
14000000,70001698
14000000,239606210
14000000,139700000
14000000,384519665
14000000,320100000
14000000,432645872
13900000,177012173
13700000,11738256
13700000,56598476
13500000,892506
13500000,93631744
13500000,6118683
13500000,11732088
13500000,33035736
13500000,29027914
13500000,80000000
13500000,202000000
13400000,164247
13300000,39686345
13300000,7229933
13200000,54323210
13000000,3617277
13000000,509193
13000000,1375635
13000000,17856688
13000000,6459183
13000000,2613717
13000000,1152117
13000000,2898225
13000000,14999638
13000000,23014027
13000000,19910624
13000000,2104439
13000000,3058380
13000000,11831131
13000000,3260555
13000000,5175088
13000000,8130727
13000000,5002310
13000000,5871603
13000000,6276869
13000000,7881335
13000000,8064972
13000000,10020081
13000000,11141213
13000000,109421911
13000000,67867998
13000000,36262783
13000000,16757163
13000000,19929123
13000000,33069303
13000000,18733666
13000000,34916128
13000000,22391450
13000000,32382381
13000000,38976797
13000000,57189408
13000000,42195766
13000000,26570048
13000000,34166572
13000000,27066941
13000000,27151490
13000000,27979399
13000000,28972187
13000000,60414025
13000000,42174545
13000000,54837234
13000000,44726644
13000000,73180297
13000000,50445860
13000000,49733545
13000000,49369899
13000000,53424681
13000000,118888025
13000000,57300000
13000000,95638592
13000000,62452927
13000000,73798720
13000000,99034125
13000000,122244329
13000000,331266710
13000000,123922370
12800000,69821476
12700000,49196532
12600000,19054534
12500000,1100287
12500000,9376444
12500000,3522153
12500000,3931367
12500000,69826708
12500000,1412799
12500000,1612957
12500000,2272186
12500000,45557491
12500000,4360548
12500000,11277119
12500000,11826980
12500000,7000000
12500000,21000000
12500000,44083403
12500000,10725228
12500000,26735797
12500000,12309980
12500000,16193713
12500000,20959585
12500000,23367586
12500000,46370970
12500000,33436931
12300000,81972846
12000000,1595168
12000000,1620056
12000000,1828400
12000000,5400624
12000000,14616
12000000,87793
12000000,6553186
12000000,20122558
12000000,622273
12000000,178287
12000000,310946
12000000,196857
12000000,1513388
12000000,220175
12000000,7203439
12000000,4606284
12000000,450594
12000000,557545
12000000,1200346
12000000,994790
12000000,1188194
12000000,19287485
12000000,2975188
12000000,12079308
12000000,1779284
12000000,2062406
12000000,2104164
12000000,92618117
12000000,2326407
12000000,29549145
12000000,16349034
12000000,5295909
12000000,23693646
12000000,4880941
12000000,4984663
12000000,4922166
12000000,6200000
12000000,5549923
12000000,10026255
12000000,46730578
12000000,8706701
12000000,6982680
12000000,7900000
12000000,35830713
12000000,8942516
12000000,12516222
12000000,92863945
12000000,15668012
12000000,84970337
12000000,43281552
12000000,44200000
12000000,17475475
12000000,12905901
12000000,19379463
12000000,14010363
12000000,89309178
12000000,22750356
12000000,17292381
12000000,17322212
12000000,24761360
12000000,22978953
12000000,28915761
12000000,19000000
12000000,21089146
12000000,21133087
12000000,21867665
12000000,32248241
12000000,22673340
12000000,41744718
12000000,22921898
12000000,25514848
12000000,32700439
12000000,56131239
12000000,37584304
12000000,27281507
12000000,43924923
12000000,60000000
12000000,31222395
12000000,31286759
12000000,57577765
12000000,52223306
12000000,41924774
12000000,85512300
12000000,57000000
12000000,37400000
12000000,98963392
12000000,43353117
12000000,39012241
12000000,74727492
12000000,145712897
12000000,103028188
12000000,62500000
12000000,63118386
12000000,123681790
12000000,110989157
12000000,65532576
12000000,82497035
12000000,107217396
12000000,74433837
12000000,77063461
12000000,95800000
12000000,79817937
12000000,100919111
12000000,113373764
12000000,234723148
12000000,307166834
12000000,400214478
12000000,470700000
11900000,48856
11900000,81897
11900000,24041617
11500000,99930262
11500000,57469179
11400000,29830239
11000000,2124005
11000000,10431506
11000000,74056184
11000000,25307405
11000000,229653
11000000,6586324
11000000,3231251
11000000,2000000
11000000,2200000
11000000,2794056
11000000,2844379
11000000,24150550
11000000,13353855
11000000,4234355
11000000,4814244
11000000,9170214
11000000,13000959
11000000,21502976
11000000,19947280
11000000,32943247
11000000,13558739
11000000,13719474
11000000,14786394
11000000,56178935
11000000,20169934
11000000,20388920
11000000,21171695
11000000,25116103
11000000,69752402
11000000,31672000
11000000,56758138
11000000,39984023
11000000,75803716
11000000,62076141
11000000,83088295
11000000,46060915
11000000,97837138
11000000,49793054
11000000,78356170
11000000,52929168
11000000,85278712
11000000,81204830
11000000,274392880
11000000,129262388
11000000,111859493
11000000,148168459
11000000,786598007
10800000,2862544
10800000,484873045
10800000,118209778
10750000,32575443
10700000,31341183
10700000,121706019
10600000,261364
10600000,34409206
10500000,125169
10500000,14140402
10500000,68700000
10500000,792965326
10400000,1610194
10350000,174201661
10100000,1066555
10100000,18726300
10100000,10143618
10000000,90909
10000000,314073
10000000,552641
10000000,997921
10000000,1230542
10000000,1642939
10000000,8243567
10000000,15037867
10000000,173613
10000000,17704131
10000000,1537479
10000000,9069
10000000,11894
10000000,161097
10000000,19716
10000000,45779
10000000,109144
10000000,70527
10000000,723388
10000000,106466
10000000,109383
10000000,126247
10000000,42226657
10000000,241719
10000000,5950002
10000000,721108
10000000,150191
10000000,355919
10000000,173472
10000000,295750
10000000,226792
10000000,290875
10000000,244465
10000000,5045359
10000000,1165102
10000000,630427
10000000,42776032
10000000,1299855
10000000,598645
10000000,1049641
10000000,836641
10000000,22198996
10000000,900926
10000000,1051907
10000000,1011054
10000000,1069454
10000000,1953882
10000000,4659110
10000000,32430721
10000000,3541565
10000000,1562800
10000000,1638202
10000000,1641788
10000000,1884251
10000000,3565109
10000000,3623609
10000000,11400000
10000000,2373937
10000000,2529395
10000000,3260179
10000000,3000000
10000000,5149131
10000000,3168858
10000000,6030047
10000000,3275585
10000000,3336053
10000000,3357324
10000000,5437126
10000000,4708127
10000000,4690802
10000000,15132211
10000000,5241315
10000000,7037886
10000000,7501132
10000000,6000000
10000000,33512260
10000000,6244618
10000000,6197866
10000000,6491969
10000000,6719864
10000000,8890094
10000000,7862131
10000000,8457974
10000000,14321070
10000000,11766959
10000000,8378853
10000000,21596074
10000000,13423176
10000000,7843145
10000000,14156753
10000000,8629895
10000000,8801940
10000000,31164747
10000000,9408183
10000000,21094974
10000000,10019109
10000000,13835130
10000000,10571408
10000000,12179708
10000000,19860259
10000000,11924041
10000000,44567606
10000000,12554569
10000000,17300838
10000000,13684949
10000000,27317872
10000000,34240572
10000000,15297318
10000000,15164492
10000000,15198912
10000000,28649556
10000000,16084310
10000000,17033556
10000000,16153000
10000000,19535005
10000000,16667084
10000000,19080435
10000000,17433072
10000000,17536256
10000000,17657973
10000000,18423914
10000000,78096553
10000000,30143795
10000000,21851362
10000000,26716191
10000000,20384136
10000000,20766000
10000000,37493221
10000000,78693371
10000000,31556959
10000000,23591043
10000000,24660323
10000000,25358996
10000000,25697647
10000000,49486874
10000000,40055439
10000000,54104225
10000000,38364855
10000000,34364995
10000000,68541786
10000000,29317886
10000000,29500000
10000000,30629507
10000000,30050028
10000000,83593107
10000000,38067218
10000000,43948865
10000000,93074616
10000000,33886017
10000000,32100816
10000000,33000000
10000000,90384306
10000000,33526835
10000000,63354114
10000000,45921140
10000000,35073978
10000000,68220952
10000000,36000000
10000000,36230219
10000000,44451470
10000000,37402877
10000000,58939035
10000000,41004412
10000000,50100000
10000000,40485039
10000000,134639780
10000000,68722848
10000000,50752337
10000000,120678444
10000000,52293000
10000000,92094360
10000000,63320521
10000000,135759694
10000000,63465522
10000000,90453550
10000000,118557124
10000000,163876815
10000000,85300000
10000000,158185073
10000000,187281115
10000000,225933435
9900000,458054
9800000,17553055
9700000,36787044
9600000,5256839
9500000,118482
9500000,5278632
9500000,14114000
9500000,111600000
9500000,59675307
9400000,21817298
9400000,87226613
9400000,60000000
9300000,19571091
9200000,17155193
9200000,4199334
9200000,5806666
9100000,18872126
9100000,20927794
9000000,2243
9000000,3440939
9000000,1242
9000000,14443
9000000,85527
9000000,1635241
9000000,148826
9000000,184255
9000000,208163
9000000,7714549
9000000,349618
9000000,454255
9000000,883887
9000000,4313644
9000000,1069318
9000000,2548378
9000000,2000093
9000000,3922043
9000000,3134509
9000000,3438735
9000000,4333569
9000000,4777465
9000000,4934104
9000000,13061935
9000000,12657377
9000000,10642023
9000000,10176701
9000000,17462398
9000000,12512317
9000000,13075390
9000000,25077411
9000000,18802255
9000000,16235738
9000000,28773637
9000000,17804273
9000000,18225165
