production_budget_usd,worldwide_gross_usd
9000000,20035310
9000000,21571189
9000000,36535837
9000000,44196684
9000000,34572780
9000000,81831866
9000000,36049108
9000000,83051676
9000000,141200000
9000000,111534881
9000000,80500000
9000000,107967319
9000000,203630630
8900000,3324184
8900000,22744132
8800000,328203506
8600000,32968648
8500000,198883
8500000,30298347
8500000,3180252
8500000,4273372
8500000,17220091
8500000,7573551
8500000,10386814
8500000,20288774
8500000,17202854
8500000,15024232
8500000,23311425
8500000,22885836
8500000,29200000
8500000,32222567
8500000,50334418
8500000,43528634
8500000,68695443
8500000,47417251
8500000,75740479
8470000,42355526
8400000,6831069
8300000,24906717
8300000,1353296
8300000,25670174
8300000,2598224
8300000,50827466
8250000,30022000
8200000,80000000
8200000,286214286
8000000,414617
8000000,21970000
8000000,19585
8000000,446438
8000000,3505823
8000000,53086
8000000,143782
8000000,8370555
8000000,2721534
8000000,3270974
8000000,5314194
8000000,127188
8000000,146083
8000000,2772511
8000000,456814
8000000,524747
8000000,458232
8000000,973443
8000000,589308
8000000,590817
8000000,3582797
8000000,2476491
8000000,15644196
8000000,2256606
8000000,2275557
8000000,42376425
8000000,20005613
8000000,19891331
8000000,5531455
8000000,7315248
8000000,4714090
8000000,10192613
8000000,5656388
8000000,6632950
8000000,9266180
8000000,8279017
8000000,8864699
8000000,10763183
8000000,10629320
8000000,12740705
8000000,16585503
8000000,18828036
8000000,28674417
8000000,68838736
8000000,29937909
8000000,17394881
8000000,25621449
8000000,22591451
8000000,18090181
8000000,18959424
8000000,20036244
8000000,28876702
8000000,22549338
8000000,82000000
8000000,24474312
8000000,47782426
8000000,53068955
8000000,26199377
8000000,28315272
8000000,34873513
8000000,41334735
8000000,50811858
8000000,43000000
8000000,82955633
8000000,52287414
8000000,76200721
8000000,100642353
8000000,62599495
8000000,76657000
8000000,90815558
8000000,212928762
7900000,3129471
7800000,24021282
7700000,1080428
7700000,882290
7500000,13524
7500000,32572
7500000,10834406
7500000,1788324
7500000,206400
7500000,555335
7500000,3559803
7500000,8539003
7500000,3347647
7500000,4151836
7500000,4239767
7500000,5142858
7500000,11758418
7500000,11843260
7500000,10849158
7500000,29652736
7500000,33606409
7500000,40016662
7500000,36238752
7500000,43492389
7500000,106593296
7400000,9443864
7400000,25863405
7303082,101173038
7300000,12023606
7300000,25397460
7250000,35122948
7200000,295492
7200000,12678312
7200000,116000000
7000000,103962
7000000,1268346
7000000,1391410
7000000,2053330
7000000,10237239
7000000,15206330
7000000,411874
7000000,35919
7000000,46488
7000000,196067
7000000,463039
7000000,719699
7000000,306715
7000000,382946
7000000,492108
7000000,1857458
7000000,1732228
7000000,98754000
7000000,1000000
7000000,6537179
7000000,1246141
7000000,1429453
7000000,1933829
7000000,1661464
7000000,10765283
7000000,17023121
7000000,1891936
7000000,2703821
7000000,2165637
7000000,2667084
7000000,7017859
7000000,4372561
7000000,4720371
7000000,5017971
7000000,5430822
7000000,5694308
7000000,16866928
7000000,25269040
7000000,7824358
7000000,10062896
7000000,8373585
7000000,8824553
7000000,28142379
7000000,10828305
7000000,30360570
7000000,13767816
7000000,10803211
7000000,17005466
7000000,15471229
7000000,14231669
7000000,14618727
7000000,16149180
7000000,36146087
7000000,20940428
7000000,18190831
7000000,18642318
7000000,20257000
7000000,97600000
7000000,23393939
7000000,51204567
7000000,25000000
7000000,25532388
7000000,57051053
7000000,26533200
7000000,49924079
7000000,56586901
7000000,55617866
7000000,47289758
7000000,35795319
7000000,161800000
7000000,38158601
7000000,40157856
7000000,201463574
7000000,170549753
7000000,268500000
7000000,231450102
6900000,7950889
6900000,44103982
6900000,41410568
6840000,22273
6800000,9533964
6800000,49526
6800000,927107
6800000,16038343
6750000,6812530
6700000,223878
6600000,828
6537890,14319195
6500000,3149
6500000,64148
6500000,1033810
6500000,1744952
6500000,2025032
6500000,3027956
6500000,11745931
6500000,20412841
6500000,6173485
6500000,10155691
6500000,12376563
6500000,18110152
6500000,28383441
6500000,24103594
6500000,31899000
6500000,42488161
6500000,54215416
6500000,56200634
6500000,70712099
6500000,256873813
6400000,4199874
6400000,8902141
6400000,79384539
6400000,78019031
6250000,20199663
6200000,37339594
6200000,9205924
6100000,2108367
6000000,13722
6000000,26007
6000000,32544
6000000,36497
6000000,4316497
6000000,1365108
6000000,1673635
6000000,117796
6000000,119452
6000000,13168809
6000000,181798
6000000,267194
6000000,391942
6000000,408159
6000000,509424
6000000,773490
6000000,1290920
6000000,11348205
6000000,1418304
6000000,2522928
6000000,3330012
6000000,3456602
6000000,3747270
6000000,3273588
6000000,3485383
6000000,7818479
6000000,6591365
6000000,4398989
6000000,4713059
6000000,21787233
6000000,15137932
6000000,6176114
6000000,10619770
6000000,21197454
6000000,8446952
6000000,8173486
6000000,6852450
6000000,17252287
6000000,10557291
6000000,10106975
6000000,16369708
6000000,11642254
6000000,11784569
6000000,58809149
6000000,12500000
6000000,31716953
6000000,12793213
6000000,18209872
6000000,14545844
6000000,18504539
6000000,49155371
6000000,20695413
6000000,20400000
6000000,39241323
6000000,22168359
6000000,34449356
6000000,25059640
6000000,25244700
6000000,26004026
6000000,46634275
6000000,27958191
6000000,39846344
6000000,42000000
6000000,43700000
6000000,52302978
6000000,102300000
6000000,102308900
6000000,221148959
6000000,137963328
6000000,387513770
5952000,2120439
5900000,3895664
5900000,37831658
5800000,15091
5800000,421021
5800000,9662214
5800000,6800000
5800000,33395426
5700000,731613
5700000,86051320
5700000,69582
5700000,43044087
5600000,18527766
5600000,14683763
5600000,531806
5600000,3281898
5600000,7009668
5600000,74566042
5500000,863895
5500000,24956
5500000,28468
5500000,56653
5500000,13480196
5500000,15867314
5500000,8589831
5500000,1060512
5500000,6148823
5500000,83529758
5500000,4865000
5500000,15155021
5500000,8761608
5500000,15700000
5500000,41268579
5500000,36665191
5500000,50458356
5500000,57467731
5500000,159616327
5400000,4728896
5400000,8133256
5300000,440821
5300000,29197694
5250000,20097
5250000,786677
5250000,20188740
5250000,22937201
5200000,11633427
5200000,1695126
5200000,2000000
5100000,9709597
5000000,2199
5000000,1504960
5000000,4568257
5000000,9109597
5000000,7556
5000000,8297
5000000,83356
5000000,567219
5000000,861325
5000000,67505
5000000,96760
5000000,99147
5000000,121016
5000000,282687
5000000,143273
5000000,5476793
5000000,332120
5000000,1375194
5000000,927074
5000000,353480
5000000,1075009
5000000,407488
5000000,648183
5000000,894030
5000000,851690
5000000,1050861
5000000,8655397
5000000,1526697
5000000,2080693
5000000,2368937
5000000,6205034
5000000,6656705
5000000,2821010
5000000,5438120
5000000,3807503
5000000,3707583
5000000,46263525
5000000,4815890
5000000,7951247
5000000,4414753
5000000,4816142
5000000,10676073
5000000,40311842
5000000,5476060
5000000,5321508
5000000,5502773
5000000,6590172
5000000,16515203
5000000,6157157
5000000,6755271
5000000,7100000
5000000,8000000
5000000,25913869
5000000,10206551
5000000,16628751
5000000,9669521
5000000,10744134
5000000,10537341
5000000,10732909
5000000,10751126
5000000,11000000
5000000,11014685
5000000,20765353
5000000,17329337
5000000,12232628
5000000,12592907
5000000,12947763
5000000,12961389
5000000,13099931
5000000,15318257
5000000,30332385
5000000,33649881
5000000,17250101
5000000,31149251
5000000,14343976
5000000,19600000
5000000,14843425
5000000,15000000
5000000,15126948
5000000,16017403
5000000,17499242
5000000,26517819
5000000,17768757
5000000,41699612
5000000,25032000
5000000,22178125
5000000,19421271
5000000,19438638
5000000,20659423
5000000,21277770
5000000,23565072
5000000,41824066
5000000,26853810
5000000,109273197
5000000,23047939
5000000,27342246
5000000,25861249
5000000,39723096
5000000,35341814
5000000,26010864
5000000,42844516
5000000,60611845
5000000,44115496
5000000,28200000
5000000,86362372
5000000,64240813
5000000,34872033
5000000,36000000
5000000,41833347
5000000,58978653
5000000,100486616
5000000,44793222
5000000,103683342
5000000,140619520
5000000,79282312
5000000,98595211
5000000,148868835
5000000,108286422
5000000,161921515
5000000,152925093
5000000,202053386
5000000,276841585
5000000,251359904
5000000,374890034
4900000,15198
4900000,6924321
4900000,23347469
4900000,7174984
4900000,17561100
4833610,34175000
4800000,4494560
4800000,82241110
4750000,3061763
4750000,4972016
4700000,239962
4700000,1705139
4700000,8025872
4638783,11000000
4600000,731767
4600000,968805
4600000,9261711
4600000,3099369
4600000,36751984
4600000,3479302
4500000,11774
4500000,7838405
4500000,32961
4500000,51957
4500000,92723
4500000,2481925
4500000,4556982
4500000,597989
4500000,1217307
4500000,23471871
4500000,281447
4500000,1022649
4500000,2404639
4500000,713413
4500000,9330465
4500000,7503672
4500000,1500000
4500000,5428387
4500000,12247682
4500000,3500000
4500000,7389233
4500000,7011317
4500000,10400000
4500000,25344490
4500000,13417292
4500000,27092880
4500000,47923795
4500000,242895809
4500000,81198894
4400000,9969237
4400000,36145695
4400000,108981275
4357373,1200000
4300000,10212403
4300000,9791282
4300000,10158355
4300000,39374600
4200000,313230
4200000,101740
4200000,8078683
4200000,33913542
4200000,5835247
4030000,2542264
4000000,12302
4000000,36630
4000000,63180
4000000,442550
4000000,4454853
4000000,4327
4000000,978527
4000000,12836
4000000,17639
4000000,760678
4000000,679482
4000000,34145
4000000,64359
4000000,75078
4000000,120016
4000000,797439
4000000,146402
4000000,4854356
4000000,324218
4000000,185577
4000000,267972
4000000,384244
4000000,302204
4000000,354704
4000000,373375
4000000,1158877
4000000,399793
4000000,563711
4000000,4230426
4000000,800000
4000000,973613
4000000,1983596
4000000,1919197
4000000,1989035
4000000,3858964
4000000,5966671
4000000,2793776
4000000,2922988
4000000,3468572
4000000,3816594
4000000,9413956
4000000,4301000
4000000,4630045
4000000,6000000
4000000,11799060
4000000,8302995
4000000,79250193
4000000,7555256
4000000,10770993
4000000,8200000
4000000,11131455
4000000,19174817
4000000,9821335
4000000,10097096
4000000,40103262
4000000,10898293
4000000,10941801
4000000,11744471
4000000,27786849
4000000,13000000
4000000,14237880
4000000,14400000
4000000,15000000
4000000,25448707
4000000,21206861
4000000,20008693
4000000,36275469
4000000,21750000
4000000,57273049
4000000,43766463
4000000,49800000
4000000,52819253
4000000,36000000
4000000,38251425
4000000,117085297
4000000,62546695
4000000,87400000
4000000,109492484
3900000,9000000
3900000,28350000
3900000,390525192
3800000,14873
3800000,340930
3800000,41914
3800000,23689877
3768785,8000000
3750000,44462
3750000,2436111
3750000,1178175
3716946,5000000
3700000,3355048
3700000,13447998
3700000,2956000
3600000,44785053
3500000,9871
3500000,1396395
3500000,29233
3500000,96793
3500000,113783
3500000,182695
3500000,221096
3500000,5706638
3500000,886410
3500000,3293258
3500000,34004262
3500000,5923044
3500000,40527719
3500000,6451628
3500000,8000000
3500000,13795053
3500000,10317779
3500000,12000000
3500000,12600000
3500000,12800000
3500000,13007551
3500000,14000000
3500000,27704111
3500000,18495444
3500000,40454520
3500000,27936778
3500000,27731527
3500000,257938649
3500000,81600000
3500000,83453539
3450000,18309793
3400000,12636
3400000,493905
3400000,4124277
3400000,20433227
3400000,31063038
3400000,133276359
3380000,3220
3300000,40262
3300000,19875
3300000,5422740
3300000,32059295
3300000,12405473
3300000,33474334
3250000,7680
3250000,34114067
3250000,6965361
3250000,20605209
3200000,690872
3200000,2828590
3200000,14314407
3200000,14441158
3200000,8000000
3200000,33395426
3180000,9576159
3100000,123407
3100000,71558971
3000000,47469
3000000,82780
3000000,895932
3000000,4668109
3000000,4655
3000000,5073
3000000,156362
3000000,379161
3000000,39852
3000000,101773
3000000,78948
3000000,95204
3000000,115879
3000000,133411
3000000,163069
3000000,223652
3000000,1022453
3000000,242623
3000000,252726
3000000,295493
3000000,331000
3000000,5922292
3000000,12577401
3000000,834953
3000000,6239723
3000000,1324299
3000000,10051516
3000000,1821983
3000000,2255000
3000000,5746453
3000000,3237452
3000000,11537539
3000000,2962051
3000000,3076820
3000000,7445044
3000000,3705923
3000000,3660880
3000000,4002884
3000000,3902679
3000000,4000000
3000000,4570178
3000000,11267511
3000000,4109095
3000000,4142507
3000000,30438635
3000000,5100863
3000000,4417983
3000000,11322573
3000000,5732587
3000000,7777790
3000000,6879730
3000000,7301115
3000000,7282851
3000000,10473836
3000000,7888000
3000000,23283672
3000000,9981635
3000000,9012000
3000000,9017070
3000000,10000000
3000000,10172519
3000000,10400000
3000000,11052713
3000000,12051924
3000000,13000000
3000000,13200000
3000000,15000000
3000000,15935068
3000000,68452128
3000000,17489009
3000000,17570324
3000000,24600000
3000000,19184820
3000000,19472057
3000000,20123742
3000000,20966644
3000000,21163999
3000000,58240487
3000000,27788649
3000000,55193251
3000000,32653000
3000000,33300000
3000000,38236338
3000000,87727807
3000000,124900000
3000000,91266581
3000000,73975239
3000000,177512032
3000000,141600000
2900000,25935
2900000,172867
2900000,3127472
2900000,5000000
2900000,17006158
2900000,263591415
2883848,25000000
2850000,6435262
2800000,475000
2800000,19170001
2800000,23591783
2800000,48570885
2800000,86300000
2777000,33754967
2750000,5394447
2700000,5377665
2700000,8200000
2700000,31517561
2700000,15600000
2700000,37799643
2686000,6600000
2650000,16556
2627000,5363000
2600000,71248
2600000,7033931
2600000,564474
2600000,3292333
2600000,3147950
2600000,15298355
2600000,32980880
2600000,119500000
2540000,7200000
2500000,9598
2500000,35017
2500000,72260
2500000,108907
2500000,100280
2500000,507446
2500000,118666
2500000,174255
2500000,593933
2500000,497195
2500000,12267275
2500000,549632
2500000,3838486
2500000,1269705
2500000,1687548
2500000,2013052
2500000,4934356
2500000,23014021
2500000,5683371
2500000,6401336
2500000,6916951
2500000,10000000
2500000,12300000
2500000,13881317
2500000,14400000
2500000,25533818
2500000,34557416
2500000,36028802
2500000,32327255
2500000,33349941
2500000,59922558
2450000,182358
2400000,1333891
2400000,500296
2400000,1420418
2400000,5691854
2380000,8739576
2361000,3500000
2300000,29384
2300000,59696
2300000,574838
2300000,11000000
2300000,14305540
2280000,83320000
2250000,36690067
2200000,388390
2200000,21930418
2200000,41158757
2160000,37865
2160000,9132000
2100000,23266821
2100000,3330
2100000,313436
2100000,1381824
2100000,23600000
2000000,926
2000000,63555
2000000,105377
2000000,481525
2000000,2151887
2000000,3620902
2000000,2436
2000000,28864
2000000,5361
2000000,10679
2000000,4294373
2000000,10024
2000000,12667
2000000,17061
2000000,17896
2000000,21000
2000000,30955
2000000,35312
2000000,37227
2000000,45431
2000000,76654
2000000,2046090
2000000,72277
2000000,72544
2000000,102645
2000000,2226603
2000000,121807
2000000,134624
2000000,147299
2000000,759504
2000000,304602
2000000,2350641
2000000,466106
2000000,1663296
2000000,539961
2000000,636706
2000000,1075504
2000000,691880
2000000,1869928
2000000,1134358
2000000,1152411
2000000,1433319
2000000,2279959
2000000,2419669
2000000,1660865
2000000,11263263
2000000,1985292
2000000,2077844
2000000,13912289
2000000,3438804
2000000,2791973
2000000,10672492
2000000,6225304
2000000,10166209
2000000,9615464
2000000,4000000
2000000,7799257
2000000,15396525
2000000,9505996
2000000,20883834
2000000,11234552
2000000,8685632
2000000,6049171
2000000,16131551
2000000,7756617
2000000,17403168
2000000,7369373
2000000,7600000
2000000,7800000
2000000,9172000
2000000,9250000
2000000,81197047
2000000,20741000
2000000,11546543
2000000,16610760
2000000,13129846
2000000,20649774
2000000,18016290
2000000,18344729
2000000,24391108
2000000,24464742
2000000,24600832
2000000,78900000
2000000,35185884
1987650,21270290
1900000,12444
1900000,285593
1900000,139317
1900000,10137234
1900000,740932
1900000,4581937
1900000,478595
1900000,1445140
1900000,7785229
1900000,5617067
1900000,4600000
1800000,673
1800000,1322161
1800000,783733
1800000,842693
1800000,3050934
1800000,5719000
1800000,6800000
1800000,8000000
1800000,8800000
1800000,9164370
1800000,23265132
1800000,25504513
1800000,25878153
1800000,70165900
1750000,1278471
1750000,634803
1750000,22879194
1700000,661221
1700000,4727375
1700000,2891228
1700000,2507159
1700000,12231500
1700000,9700000
1700000,23271741
1700000,42137871
1650000,30500000
1644000,4000000
1600000,3264
1600000,242443
1600000,2627795
1600000,129319
1600000,145382
1600000,419428
1600000,14253760
1600000,2595644
1600000,4420000
1600000,5400000
1600000,6026908
1500000,58692
1500000,236863
1500000,2105
1500000,31916
1500000,52429
1500000,172569
1500000,113169
1500000,119841
1500000,139084
1500000,165049
1500000,173066
1500000,240396
1500000,184705
1500000,194568
1500000,372239
1500000,1619602
1500000,414404
1500000,1840248
1500000,418953
1500000,510957
1500000,1126258
1500000,1541131
1500000,12412889
1500000,2730877
1500000,2082980
1500000,2300000
1500000,2380606
1500000,2592308
1500000,4128828
1500000,5046118
1500000,55000000
1500000,7000000
1500000,9345061
1500000,11191423
1500000,20412216
1500000,9000000
1500000,11806119
1500000,14533681
1500000,22217183
1500000,30351664
1500000,55800987
1500000,99870886
1488000,184925485
1455000,2620000
1400000,1632
1400000,56073
1400000,1945420
1400000,1261792
1350000,28356188
1305000,909000
1300000,13465
1300000,1738663
1300000,16653
1300000,90213
1300000,329621
1300000,210904
1300000,288751
1300000,609042
1300000,635305
1300000,1005840
1300000,749741
1300000,1647780
1300000,5273000
1288000,6000000
1250000,2500000
1250000,2940411
1250000,4700000
1250000,11000000
1250000,21722776
1200000,81338
1200000,4254
1200000,7826
1200000,26608
1200000,58936
1200000,255000
1200000,3048209
1200000,595018
1200000,887000
1200000,2000000
1200000,2509344
1200000,2832029
1200000,2859955
1200000,3700000
1200000,6100000
1200000,7000000
1200000,7000000
1200000,10827356
1200000,27025600
1200000,23046142
1200000,36741667
1200000,103880027
1200000,140556781
1150000,63777092
1125000,414736
1125000,18673274
1100000,27561
1100000,2636
1100000,81371
1100000,56491
1100000,247740
1100000,1355728
1100000,9297407
1100000,29005064
1070000,5348767
1039000,10462500
1000000,26
1000000,5382
1000000,17721
1000000,552614
1000000,703
1000000,884
1000000,1036
1000000,3700
1000000,5494
1000000,6870
1000000,26822
1000000,9837
1000000,844377
1000000,11574
1000000,12996
1000000,15156
1000000,17127
1000000,21210
1000000,22434
1000000,51587
1000000,1549000
1000000,63014
1000000,96734
1000000,102812
1000000,101531
1000000,113433
1000000,130874
1000000,215559
1000000,213137
1000000,227241
1000000,354836
1000000,304472
1000000,839145
1000000,288757
1000000,852399
1000000,428535
1000000,473769
1000000,475367
1000000,501289
1000000,542909
1000000,549185
1000000,703020
1000000,1239174
1000000,627287
1000000,2721096
1000000,1179462
1000000,1156309
1000000,1425707
1000000,852206
1000000,1087521
1000000,2684207
1000000,1492895
1000000,1615787
1000000,1355079
1000000,1849392
1000000,2022442
1000000,2315026
1000000,3575308
1000000,6030129
1000000,3553253
1000000,5438911
1000000,3324070
1000000,3465703
1000000,4731944
1000000,5892466
1000000,5797192
1000000,5391992
1000000,16173879
1000000,11495204
1000000,12931569
1000000,7800000
1000000,9000000
1000000,9000000
1000000,16553163
1000000,16566240
1000000,10037390
1000000,15943081
1000000,14564000
1000000,59567035
1000000,17985000
1000000,42411721
1000000,21378361
1000000,52769915
1000000,28316211
1000000,62561449
1000000,37600000
1000000,101759490
1000000,225000000
989000,8158
950000,78122
950000,814666
950000,8267066
930000,30905
910000,9600000
900000,413733
900000,7396
900000,381420
900000,958978
900000,11993156
900000,9097072
900000,17549645
858000,268000000
850000,3256
850000,442638
850000,865708
850000,1386088
840000,3787689
825000,610776
825000,1500711
820000,16909
800000,462206
800000,35688
800000,2194020
800000,58163
800000,62544
800000,371647
800000,200433
800000,881950
800000,1001437
800000,2900578
800000,5034794
800000,24426169
780000,1310470
777000,140000000
750000,450
750000,1960521
750000,814801
750000,229250
750000,47329
750000,59656
750000,1011535
750000,4422318
750000,5520368
750000,7712436
747000,44566
730000,8000000
700000,1160
700000,10508
700000,1140965
700000,4911725
700000,4857731
700000,11768371
672000,10000650
658000,23800000
650000,171962
650000,2301777
640000,14812
609000,3202000
600000,7943
600000,3301
600000,85343
600000,23616
600000,42557
600000,173599
600000,4300000
600000,20000000
600000,34505110
600000,248300000
560000,8462
560000,3709
560000,1597233
558000,900000
550000,9111
550000,5269990
550000,59754601
500000,7890
500000,2141436
500000,3000000
500000,1778
500000,1822
500000,4134
500000,77121
500000,12232
500000,13134
500000,44793168
500000,19800
500000,32033
500000,53201
500000,55000
500000,680914
500000,314444
500000,152449
500000,602789
500000,5639730
500000,254293
500000,271736
500000,308793
500000,367582
500000,407100
500000,1348750
500000,1027228
500000,1111615
500000,1167524
500000,1971479
500000,1131261
500000,1250798
500000,2047570
500000,3177636
500000,3824868
500000,9470209
500000,9387581
500000,17000000
500000,55518641
500000,31559560
500000,33473297
450000,13486
450000,22623
450000,42503
450000,1297745
450000,450349
450000,4243996
450000,2712293
450000,194183034
439000,2281000
430000,2938000
425000,12604
420000,435168
400000,423
400000,31425
400000,44452
400000,89134
400000,126387
400000,433588
400000,1162014
400000,655538
400000,1600566
400000,2797199
400000,5028948
400000,46122713
379000,4358000
375000,617172
375000,29400000
350000,9118
350000,84689
350000,310891
350000,1772979
350000,4000000
350000,10000000
325000,2500000
325000,70000000
323000,1373407
312000,1788168
300000,177507
300000,1711
300000,3496
300000,10514
300000,10876
300000,2066892
300000,17241
300000,33312
300000,39475
300000,42735
300000,70807
300000,87264
300000,399908
300000,373615
300000,1416046
300000,2525984
300000,3571253
300000,2652515
300000,7808524
270000,830700
250000,3234
250000,12848
250000,20628
250000,18823
250000,284174
250000,237816
250000,51540
250000,62375
250000,67665
250000,178095
250000,191862
250000,203134
250000,743216
250000,8969065
250000,1366235
250000,1157672
250000,2477155
250000,3731489
250000,3809226
250000,4613482
250000,15155095
250000,23894000
245000,22000000
240000,7484
230000,2703762
225000,1032075
225000,1109276
210000,5000000
200000,1217
200000,3648
200000,6260
200000,7033
200000,52443
200000,44701
200000,346106
200000,140016
200000,162605
200000,174682
200000,212989
200000,236806
200000,439651
200000,1165996
200000,1161843
200000,2000000
200000,2430735
200000,3500000
200000,6618578
200000,8000000
200000,99750000
200000,25000000
190000,1577585
180000,17503
180000,1628579
175000,2602
175000,2102779
175000,7137502
170000,14000
170000,169242
168000,29827
160000,32092
160000,156612
150000,32927
150000,5858
150000,7193
150000,110719
150000,3270128
150000,23344056
150000,15200000
140000,6706368
140000,26572439
135000,429448
134000,8000000
120000,3090593
114000,30000000
110000,11000000
103000,16137
100000,1358
100000,20056
100000,59424
100000,110536
100000,287000
100000,6121582
100000,3000000
100000,5228617
100000,7012524
100000,10243159
100000,41753881
87000,3100000
75000,8799
70000,8555
70000,4930
70000,30312
68000,33598
68000,4678513
66000,602920
65000,22233808
60000,4917
50000,8374
50000,406299
50000,424149
50000,2335352
50000,10426506
42000,342722
40000,3632
40000,25572
40000,277233
35000,321952
30000,9812
30000,82698
30000,103509
30000,243768
27000,3547
27000,8231
27000,3894240
25000,428923
25000,195043
25000,2883661
25000,45000000
23000,1227508
15000,115592
15000,195254
12000,1336
12000,413802
10000,401
10000,527
10000,1987
10000,94596
10000,138711
10000,673780
9000,4584
7000,900
7000,71644
7000,841926
7000,2041928
6000,240495
5000,1338
1100,181041
